,level_0,index,time,Slope,PID,condition,method,ss,Target
442,842,1642,808,-0.0578836989647952,8,N1,Observed,1,target
443,843,1643,832,-0.01218299442208378,8,N1,Observed,1,target
444,844,1644,856,-0.01130764254549557,8,N1,Observed,1,target
445,845,1645,880,-0.043591170449421485,8,N1,Observed,1,target
446,846,1646,904,-0.07039584900821433,8,N1,Observed,1,target
447,847,1647,928,-0.06222431597934658,8,N1,Observed,1,target
448,848,1648,952,-0.010345317106319253,8,N1,Observed,1,target
449,849,1649,976,0.04836722707035162,8,N1,Observed,1,target
450,900,1800,-200,0.0044206854802997285,9,N1,Observed,1,target
451,901,1801,-176,-0.0319193025393787,9,N1,Observed,1,target
452,902,1802,-152,-0.045545137938430645,9,N1,Observed,1,target
453,903,1803,-128,-0.06293583292184524,9,N1,Observed,1,target
454,904,1804,-104,-0.10378025498574169,9,N1,Observed,1,target
455,905,1805,-80,-0.13302871497425042,9,N1,Observed,1,target
456,906,1806,-56,-0.09596890333315043,9,N1,Observed,1,target
457,907,1807,-32,-0.01772133487538095,9,N1,Observed,1,target
458,908,1808,-8,0.0636253706336581,9,N1,Observed,1,target
459,909,1809,16,0.09324430406762868,9,N1,Observed,1,target
460,910,1810,40,0.05136051306486605,9,N1,Observed,1,target
461,911,1811,64,-0.04754125746720129,9,N1,Observed,1,target
462,912,1812,88,-0.15464892548669018,9,N1,Observed,1,target
463,913,1813,112,-0.2416006308145288,9,N1,Observed,1,target
464,914,1814,136,-0.33647993025167416,9,N1,Observed,1,target
465,915,1815,160,-0.41402604358254136,9,N1,Observed,1,target
466,916,1816,184,-0.45714472910426424,9,N1,Observed,1,target
467,917,1817,208,-0.45908972799801107,9,N1,Observed,1,target
468,918,1818,232,-0.4164451265286376,9,N1,Observed,1,target
469,919,1819,256,-0.35229694604872236,9,N1,Observed,1,target
470,920,1820,280,-0.30924965158793993,9,N1,Observed,1,target
471,921,1821,304,-0.31969356817811007,9,N1,Observed,1,target
472,922,1822,328,-0.35727962358056914,9,N1,Observed,1,target
473,923,1823,352,-0.3677564673198792,9,N1,Observed,1,target
474,924,1824,376,-0.32246841733634335,9,N1,Observed,1,target
475,925,1825,400,-0.24139849614437303,9,N1,Observed,1,target
476,926,1826,424,-0.1695136835804607,9,N1,Observed,1,target
477,927,1827,448,-0.13969304617241704,9,N1,Observed,1,target
478,928,1828,472,-0.15016375381749675,9,N1,Observed,1,target
479,929,1829,496,-0.17052473617271602,9,N1,Observed,1,target
480,930,1830,520,-0.18875270666061264,9,N1,Observed,1,target
481,931,1831,544,-0.22455644253786047,9,N1,Observed,1,target
482,932,1832,568,-0.27147938883689543,9,N1,Observed,1,target
483,933,1833,592,-0.33158770210060884,9,N1,Observed,1,target
484,934,1834,616,-0.38889213108976833,9,N1,Observed,1,target
485,935,1835,640,-0.41690507592435927,9,N1,Observed,1,target
486,936,1836,664,-0.4086860999509317,9,N1,Observed,1,target
487,937,1837,688,-0.3796153467395565,9,N1,Observed,1,target
488,938,1838,712,-0.34391708286156336,9,N1,Observed,1,target
489,939,1839,736,-0.3169340937239735,9,N1,Observed,1,target
490,940,1840,760,-0.28611640160145224,9,N1,Observed,1,target
491,941,1841,784,-0.2580717881409389,9,N1,Observed,1,target
492,942,1842,808,-0.276387205929708,9,N1,Observed,1,target
493,943,1843,832,-0.31665324017627006,9,N1,Observed,1,target
494,944,1844,856,-0.3544739248042052,9,N1,Observed,1,target
495,945,1845,880,-0.3541509537433852,9,N1,Observed,1,target
496,946,1846,904,-0.29639469773720317,9,N1,Observed,1,target
497,947,1847,928,-0.20900556247934557,9,N1,Observed,1,target
498,948,1848,952,-0.1269627063929262,9,N1,Observed,1,target
499,949,1849,976,-0.05948685195461009,9,N1,Observed,1,target
500,1000,2000,-200,-0.3638584665381486,10,N1,Observed,1,target
501,1001,2001,-176,-0.38095595028141677,10,N1,Observed,1,target
502,1002,2002,-152,-0.3610347475635501,10,N1,Observed,1,target
503,1003,2003,-128,-0.30478480280759096,10,N1,Observed,1,target
504,1004,2004,-104,-0.22742051622910261,10,N1,Observed,1,target
505,1005,2005,-80,-0.1952544644045564,10,N1,Observed,1,target
506,1006,2006,-56,-0.17975805751626453,10,N1,Observed,1,target
507,1007,2007,-32,-0.14669385364362592,10,N1,Observed,1,target
508,1008,2008,-8,-0.09176677810564154,10,N1,Observed,1,target
509,1009,2009,16,-0.03928958002326078,10,N1,Observed,1,target
510,1010,2010,40,-0.03811734251424887,10,N1,Observed,1,target
511,1011,2011,64,-0.09542024952313477,10,N1,Observed,1,target
512,1012,2012,88,-0.21426985594685344,10,N1,Observed,1,target
513,1013,2013,112,-0.3580488888024808,10,N1,Observed,1,target
514,1014,2014,136,-0.470758362549262,10,N1,Observed,1,target
515,1015,2015,160,-0.5349395680329116,10,N1,Observed,1,target
516,1016,2016,184,-0.5609108192472915,10,N1,Observed,1,target
517,1017,2017,208,-0.5602683356270076,10,N1,Observed,1,target
518,1018,2018,232,-0.5323360974624286,10,N1,Observed,1,target
519,1019,2019,256,-0.47337215901841345,10,N1,Observed,1,target
520,1020,2020,280,-0.41167939579958096,10,N1,Observed,1,target
521,1021,2021,304,-0.41212001706122253,10,N1,Observed,1,target
522,1022,2022,328,-0.4432470897864919,10,N1,Observed,1,target
523,1023,2023,352,-0.43685642684118725,10,N1,Observed,1,target
524,1024,2024,376,-0.3805862879314024,10,N1,Observed,1,target
525,1025,2025,400,-0.3235944166263984,10,N1,Observed,1,target
526,1026,2026,424,-0.35825443304205745,10,N1,Observed,1,target
527,1027,2027,448,-0.4559904271672834,10,N1,Observed,1,target
528,1028,2028,472,-0.5050906998909253,10,N1,Observed,1,target
529,1029,2029,496,-0.499148292935107,10,N1,Observed,1,target
530,1030,2030,520,-0.47931578679017495,10,N1,Observed,1,target
531,1031,2031,544,-0.4771654943071717,10,N1,Observed,1,target
532,1032,2032,568,-0.49681699220186354,10,N1,Observed,1,target
533,1033,2033,592,-0.5237519952663227,10,N1,Observed,1,target
534,1034,2034,616,-0.5416080765800781,10,N1,Observed,1,target
535,1035,2035,640,-0.5378940135468664,10,N1,Observed,1,target
536,1036,2036,664,-0.4974393118999687,10,N1,Observed,1,target
537,1037,2037,688,-0.42193151324783856,10,N1,Observed,1,target
538,1038,2038,712,-0.3325342227137147,10,N1,Observed,1,target
539,1039,2039,736,-0.25816301508175904,10,N1,Observed,1,target
540,1040,2040,760,-0.18724025725572416,10,N1,Observed,1,target
541,1041,2041,784,-0.13061306171093548,10,N1,Observed,1,target
542,1042,2042,808,-0.12061527146297152,10,N1,Observed,1,target
543,1043,2043,832,-0.12938745325028939,10,N1,Observed,1,target
544,1044,2044,856,-0.11252771924788292,10,N1,Observed,1,target
545,1045,2045,880,-0.06189816954506283,10,N1,Observed,1,target
546,1046,2046,904,-0.0447149792594263,10,N1,Observed,1,target
547,1047,2047,928,-0.114773886874813,10,N1,Observed,1,target
548,1048,2048,952,-0.17878044457341424,10,N1,Observed,1,target
549,1049,2049,976,-0.16399158956823556,10,N1,Observed,1,target
550,1100,2200,-200,-0.021379410070757204,11,N1,Observed,1,target
551,1101,2201,-176,0.026682554595201257,11,N1,Observed,1,target
552,1102,2202,-152,0.09129728314349252,11,N1,Observed,1,target
553,1103,2203,-128,0.10119967808616635,11,N1,Observed,1,target
554,1104,2204,-104,0.04760003623255416,11,N1,Observed,1,target
555,1105,2205,-80,-0.0318122860664471,11,N1,Observed,1,target
556,1106,2206,-56,-0.0728231978182977,11,N1,Observed,1,target
557,1107,2207,-32,-0.08822140484962811,11,N1,Observed,1,target
558,1108,2208,-8,-0.09091800723935294,11,N1,Observed,1,target
559,1109,2209,16,-0.06471572358585626,11,N1,Observed,1,target
560,1110,2210,40,-0.007494616004882917,11,N1,Observed,1,target
561,1111,2211,64,0.008525350880636494,11,N1,Observed,1,target
562,1112,2212,88,-0.0001080535127987332,11,N1,Observed,1,target
563,1113,2213,112,-0.042032179945090786,11,N1,Observed,1,target
564,1114,2214,136,-0.07856501039378666,11,N1,Observed,1,target
565,1115,2215,160,-0.1762847170673462,11,N1,Observed,1,target
566,1116,2216,184,-0.2651327727671012,11,N1,Observed,1,target
567,1117,2217,208,-0.31121371589467844,11,N1,Observed,1,target
568,1118,2218,232,-0.3311317606897069,11,N1,Observed,1,target
569,1119,2219,256,-0.34550602461750773,11,N1,Observed,1,target
570,1120,2220,280,-0.3482273683120085,11,N1,Observed,1,target
571,1121,2221,304,-0.3203273238909971,11,N1,Observed,1,target
572,1122,2222,328,-0.34102071598507094,11,N1,Observed,1,target
573,1123,2223,352,-0.33470023995706394,11,N1,Observed,1,target
574,1124,2224,376,-0.2871729694425589,11,N1,Observed,1,target
575,1125,2225,400,-0.22430038090875146,11,N1,Observed,1,target
576,1126,2226,424,-0.17153488298463546,11,N1,Observed,1,target
577,1127,2227,448,-0.14458088721349868,11,N1,Observed,1,target
578,1128,2228,472,-0.13917800616195833,11,N1,Observed,1,target
579,1129,2229,496,-0.10268273143455912,11,N1,Observed,1,target
580,1130,2230,520,-0.026465773138721824,11,N1,Observed,1,target
581,1131,2231,544,-0.0434586321099636,11,N1,Observed,1,target
582,1132,2232,568,-0.17211521786939546,11,N1,Observed,1,target
583,1133,2233,592,-0.2987459856901916,11,N1,Observed,1,target
584,1134,2234,616,-0.3839813422321443,11,N1,Observed,1,target
585,1135,2235,640,-0.4255094473399555,11,N1,Observed,1,target
586,1136,2236,664,-0.4192307394796459,11,N1,Observed,1,target
587,1137,2237,688,-0.3794158145203561,11,N1,Observed,1,target
588,1138,2238,712,-0.351821114186931,11,N1,Observed,1,target
589,1139,2239,736,-0.36798055571481125,11,N1,Observed,1,target
590,1140,2240,760,-0.4023271423837065,11,N1,Observed,1,target
591,1141,2241,784,-0.43332818231376,11,N1,Observed,1,target
592,1142,2242,808,-0.45938166456245527,11,N1,Observed,1,target
593,1143,2243,832,-0.46460319128361266,11,N1,Observed,1,target
594,1144,2244,856,-0.44571273910327114,11,N1,Observed,1,target
595,1145,2245,880,-0.41646398930869166,11,N1,Observed,1,target
596,1146,2246,904,-0.3798829904345511,11,N1,Observed,1,target
597,1147,2247,928,-0.3391369025155951,11,N1,Observed,1,target
598,1148,2248,952,-0.27989003214299607,11,N1,Observed,1,target
599,1149,2249,976,-0.1954573640616588,11,N1,Observed,1,target
600,1200,2400,-200,0.04469107823430718,12,N1,Observed,1,target
601,1201,2401,-176,0.06794020917708415,12,N1,Observed,1,target
602,1202,2402,-152,0.05160907460200675,12,N1,Observed,1,target
603,1203,2403,-128,0.056139556596113936,12,N1,Observed,1,target
604,1204,2404,-104,0.09078641156494564,12,N1,Observed,1,target
605,1205,2405,-80,0.12579080153300837,12,N1,Observed,1,target
606,1206,2406,-56,0.12637754518257938,12,N1,Observed,1,target
607,1207,2407,-32,0.11008636085632369,12,N1,Observed,1,target
608,1208,2408,-8,0.002348704507096832,12,N1,Observed,1,target
609,1209,2409,16,-0.11985887800538976,12,N1,Observed,1,target
610,1210,2410,40,-0.13548344599299425,12,N1,Observed,1,target
611,1211,2411,64,-0.17896631080728262,12,N1,Observed,1,target
612,1212,2412,88,-0.23700377595154717,12,N1,Observed,1,target
613,1213,2413,112,-0.2424204081938439,12,N1,Observed,1,target
614,1214,2414,136,-0.19811426319876843,12,N1,Observed,1,target
615,1215,2415,160,-0.23662837978050932,12,N1,Observed,1,target
616,1216,2416,184,-0.43836688381702255,12,N1,Observed,1,target
617,1217,2417,208,-0.5748854298888563,12,N1,Observed,1,target
618,1218,2418,232,-0.6356474686786285,12,N1,Observed,1,target
619,1219,2419,256,-0.6437495103090521,12,N1,Observed,1,target
620,1220,2420,280,-0.5924171021835829,12,N1,Observed,1,target
621,1221,2421,304,-0.5450876191752193,12,N1,Observed,1,target
622,1222,2422,328,-0.5064828920487644,12,N1,Observed,1,target
623,1223,2423,352,-0.5170389191341387,12,N1,Observed,1,target
624,1224,2424,376,-0.5708821293473098,12,N1,Observed,1,target
625,1225,2425,400,-0.594057447381449,12,N1,Observed,1,target
626,1226,2426,424,-0.5723806729511862,12,N1,Observed,1,target
627,1227,2427,448,-0.5233154320920127,12,N1,Observed,1,target
628,1228,2428,472,-0.49262835371450026,12,N1,Observed,1,target
629,1229,2429,496,-0.46346793206217973,12,N1,Observed,1,target
630,1230,2430,520,-0.4088428551894958,12,N1,Observed,1,target
631,1231,2431,544,-0.3528092388309878,12,N1,Observed,1,target
632,1232,2432,568,-0.32386748364008094,12,N1,Observed,1,target
633,1233,2433,592,-0.3051810034300644,12,N1,Observed,1,target
634,1234,2434,616,-0.3062960259202079,12,N1,Observed,1,target
635,1235,2435,640,-0.32946118679985953,12,N1,Observed,1,target
636,1236,2436,664,-0.34163882929918943,12,N1,Observed,1,target
637,1237,2437,688,-0.3044649787197789,12,N1,Observed,1,target
638,1238,2438,712,-0.26271102903304067,12,N1,Observed,1,target
639,1239,2439,736,-0.2490938966630977,12,N1,Observed,1,target
640,1240,2440,760,-0.22868978514172525,12,N1,Observed,1,target
641,1241,2441,784,-0.1872043526364461,12,N1,Observed,1,target
642,1242,2442,808,-0.1684938459655814,12,N1,Observed,1,target
643,1243,2443,832,-0.1628729078515855,12,N1,Observed,1,target
644,1244,2444,856,-0.13743996987949778,12,N1,Observed,1,target
645,1245,2445,880,-0.07501294383686774,12,N1,Observed,1,target
646,1246,2446,904,-0.018308965091418026,12,N1,Observed,1,target
647,1247,2447,928,-0.03534487590455202,12,N1,Observed,1,target
648,1248,2448,952,-0.07011233506339169,12,N1,Observed,1,target
649,1249,2449,976,-0.08628198188002166,12,N1,Observed,1,target
650,1300,2600,-200,0.00311697962713953,13,N1,Observed,1,target
651,1301,2601,-176,-0.059751651854557886,13,N1,Observed,1,target
652,1302,2602,-152,-0.12887732233532637,13,N1,Observed,1,target
653,1303,2603,-128,-0.2023256516634818,13,N1,Observed,1,target
654,1304,2604,-104,-0.21257624655103854,13,N1,Observed,1,target
655,1305,2605,-80,-0.14072058054224046,13,N1,Observed,1,target
656,1306,2606,-56,-0.0829803024327155,13,N1,Observed,1,target
657,1307,2607,-32,-0.08187065564132946,13,N1,Observed,1,target
658,1308,2608,-8,-0.13662233354898565,13,N1,Observed,1,target
659,1309,2609,16,-0.1796611983021715,13,N1,Observed,1,target
660,1310,2610,40,-0.15443857215522763,13,N1,Observed,1,target
661,1311,2611,64,-0.11028824735294973,13,N1,Observed,1,target
662,1312,2612,88,-0.0971598773764565,13,N1,Observed,1,target
663,1313,2613,112,-0.11832809184535116,13,N1,Observed,1,target
664,1314,2614,136,-0.16459250498185032,13,N1,Observed,1,target
665,1315,2615,160,-0.1811243829737262,13,N1,Observed,1,target
666,1316,2616,184,-0.14907948067135365,13,N1,Observed,1,target
667,1317,2617,208,-0.07614811239236656,13,N1,Observed,1,target
668,1318,2618,232,-0.07335964143142763,13,N1,Observed,1,target
669,1319,2619,256,-0.14465704532961052,13,N1,Observed,1,target
670,1320,2620,280,-0.22781028251319382,13,N1,Observed,1,target
671,1321,2621,304,-0.22185967312786878,13,N1,Observed,1,target
672,1322,2622,328,-0.13915559534745378,13,N1,Observed,1,target
673,1323,2623,352,-0.041365670870406546,13,N1,Observed,1,target
674,1324,2624,376,-0.02197356376709131,13,N1,Observed,1,target
675,1325,2625,400,-0.06589066646447879,13,N1,Observed,1,target
676,1326,2626,424,-0.14327456393013518,13,N1,Observed,1,target
677,1327,2627,448,-0.2376035456836152,13,N1,Observed,1,target
678,1328,2628,472,-0.2920645756304752,13,N1,Observed,1,target
679,1329,2629,496,-0.2652601253314637,13,N1,Observed,1,target
680,1330,2630,520,-0.19226167067049307,13,N1,Observed,1,target
681,1331,2631,544,-0.20291218030153246,13,N1,Observed,1,target
682,1332,2632,568,-0.2932753023625543,13,N1,Observed,1,target
683,1333,2633,592,-0.3652447133956323,13,N1,Observed,1,target
684,1334,2634,616,-0.3915965749499794,13,N1,Observed,1,target
685,1335,2635,640,-0.29091293961400994,13,N1,Observed,1,target
686,1336,2636,664,-0.1691652481837587,13,N1,Observed,1,target
687,1337,2637,688,-0.18647860112165485,13,N1,Observed,1,target
688,1338,2638,712,-0.26360052705719533,13,N1,Observed,1,target
689,1339,2639,736,-0.3194203118728909,13,N1,Observed,1,target
690,1340,2640,760,-0.3416691471048366,13,N1,Observed,1,target
691,1341,2641,784,-0.3208293357813434,13,N1,Observed,1,target
692,1342,2642,808,-0.28568366788321703,13,N1,Observed,1,target
693,1343,2643,832,-0.2716922685532282,13,N1,Observed,1,target
694,1344,2644,856,-0.2124442215457828,13,N1,Observed,1,target
695,1345,2645,880,-0.09971861917096199,13,N1,Observed,1,target
696,1346,2646,904,-0.0027566950707776385,13,N1,Observed,1,target
697,1347,2647,928,-0.09671329194651429,13,N1,Observed,1,target
698,1348,2648,952,-0.20337278162391012,13,N1,Observed,1,target
699,1349,2649,976,-0.2165304917824208,13,N1,Observed,1,target
700,1400,2800,-200,-0.11019624031296889,14,N1,Observed,1,target
701,1401,2801,-176,-0.07270233044472946,14,N1,Observed,1,target
702,1402,2802,-152,-0.06314721595544692,14,N1,Observed,1,target
703,1403,2803,-128,-0.026565104316906524,14,N1,Observed,1,target
704,1404,2804,-104,0.03421153537208609,14,N1,Observed,1,target
705,1405,2805,-80,0.04700327910168645,14,N1,Observed,1,target
706,1406,2806,-56,0.018941445740539468,14,N1,Observed,1,target
707,1407,2807,-32,-0.03623859025609499,14,N1,Observed,1,target
708,1408,2808,-8,-0.0744454350787066,14,N1,Observed,1,target
709,1409,2809,16,-0.08295765208342022,14,N1,Observed,1,target
710,1410,2810,40,-0.10299653380793718,14,N1,Observed,1,target
711,1411,2811,64,-0.1523523371846952,14,N1,Observed,1,target
712,1412,2812,88,-0.19607927690796015,14,N1,Observed,1,target
713,1413,2813,112,-0.26181102864085,14,N1,Observed,1,target
714,1414,2814,136,-0.24646137978721186,14,N1,Observed,1,target
715,1415,2815,160,-0.19747751788284595,14,N1,Observed,1,target
716,1416,2816,184,-0.12333123597889145,14,N1,Observed,1,target
717,1417,2817,208,-0.036835574534813,14,N1,Observed,1,target
718,1418,2818,232,0.003981139809408093,14,N1,Observed,1,target
719,1419,2819,256,-0.024684325872804235,14,N1,Observed,1,target
720,1420,2820,280,-0.04274494079360027,14,N1,Observed,1,target
721,1421,2821,304,-0.011439296236736493,14,N1,Observed,1,target
722,1422,2822,328,0.03145135254106458,14,N1,Observed,1,target
723,1423,2823,352,0.07164806575756934,14,N1,Observed,1,target
724,1424,2824,376,0.07519448416358998,14,N1,Observed,1,target
725,1425,2825,400,0.005431717197104248,14,N1,Observed,1,target
726,1426,2826,424,-0.055025308734816515,14,N1,Observed,1,target
727,1427,2827,448,-0.038090131437504546,14,N1,Observed,1,target
728,1428,2828,472,0.040542007359530764,14,N1,Observed,1,target
729,1429,2829,496,0.06384468899229524,14,N1,Observed,1,target
730,1430,2830,520,0.012076020806485769,14,N1,Observed,1,target
731,1431,2831,544,-0.09289321084139628,14,N1,Observed,1,target
732,1432,2832,568,-0.16396414650031368,14,N1,Observed,1,target
733,1433,2833,592,-0.12555470840707997,14,N1,Observed,1,target
734,1434,2834,616,-0.01630369090943713,14,N1,Observed,1,target
735,1435,2835,640,0.07901522026875145,14,N1,Observed,1,target
736,1436,2836,664,0.1784391690172087,14,N1,Observed,1,target
737,1437,2837,688,0.13294627103518286,14,N1,Observed,1,target
738,1438,2838,712,0.0252065108743382,14,N1,Observed,1,target
739,1439,2839,736,-0.008271074471602032,14,N1,Observed,1,target
740,1440,2840,760,-0.025426118465758357,14,N1,Observed,1,target
741,1441,2841,784,-0.08921078813015604,14,N1,Observed,1,target
742,1442,2842,808,-0.15555261774506193,14,N1,Observed,1,target
